course_id,course_code,course_title,credits,semester,year,instructor_id,enrollment,pass_rate,avg_rating
CRS_00000041,BIO582,Biology 582,3,Spring,2016,FAC_00000300,49,0.879,4.2
CRS_00000042,PHYS585,Physics 585,3,Summer,2019,FAC_00000419,237,0.932,3.9
CRS_00000043,MARIN576,Marine Science 576,3,Fall,2017,FAC_00000200,215,0.866,3.9
CRS_00000044,MARIN356,Marine Science 356,3,Spring,2026,FAC_00000145,181,0.976,4.5
CRS_00000045,MARIN145,Marine Science 145,3,Spring,2022,FAC_00000559,204,0.839,5.0
CRS_00000046,STAT393,Statistics 393,4,Spring,2023,FAC_00000092,107,0.821,3.6
CRS_00000047,MATH495,Mathematics 495,2,Fall,2018,FAC_00000322,182,0.87,4.6
CRS_00000048,CHEM337,Chemistry 337,3,Spring,2023,FAC_00000626,220,0.953,4.3
CRS_00000049,ASTR226,Astronomy 226,3,Fall,2023,FAC_00000310,110,0.78,4.5
CRS_00000050,GEO464,Geology 464,4,Spring,2017,FAC_00000556,136,0.81,3.1
CRS_00000051,MARIN308,Marine Science 308,3,Summer,2025,FAC_00000644,171,0.776,3.4
CRS_00000052,MATH355,Mathematics 355,4,Summer,2024,FAC_00000623,58,0.783,3.9
CRS_00000053,CHEM436,Chemistry 436,3,Spring,2019,FAC_00000293,81,0.936,3.3
CRS_00000054,MATH479,Mathematics 479,3,Fall,2018,FAC_00000665,146,0.833,4.1
CRS_00000055,BIO546,Biology 546,4,Fall,2016,FAC_00000166,188,0.903,4.6
CRS_00000056,GEO591,Geology 591,4,Spring,2020,FAC_00000093,183,0.915,3.2
CRS_00000057,PHYS229,Physics 229,3,Spring,2024,FAC_00000143,127,0.848,4.0
CRS_00000058,CHEM596,Chemistry 596,2,Fall,2026,FAC_00000190,109,0.861,4.8
CRS_00000059,MATH137,Mathematics 137,3,Spring,2023,FAC_00000053,211,0.911,4.3
CRS_00000060,MARIN568,Marine Science 568,3,Spring,2020,FAC_00000065,115,0.892,3.4
CRS_00000061,BIO143,Biology 143,3,Summer,2025,FAC_00000155,201,0.87,4.5
CRS_00000062,ASTR189,Astronomy 189,3,Fall,2018,FAC_00000012,193,0.933,3.4
CRS_00000063,CHEM344,Chemistry 344,4,Fall,2022,FAC_00000179,234,0.974,3.9
CRS_00000064,MATH542,Mathematics 542,2,Fall,2018,FAC_00000011,68,0.906,4.3
CRS_00000065,ASTR370,Astronomy 370,3,Fall,2017,FAC_00000456,22,0.79,4.9
CRS_00000066,CHEM300,Chemistry 300,3,Spring,2023,FAC_00000347,85,0.97,4.1
CRS_00000067,STAT517,Statistics 517,3,Spring,2022,FAC_00000136,56,0.943,3.4
CRS_00000068,BIO127,Biology 127,3,Fall,2023,FAC_00000429,155,0.773,4.2
CRS_00000069,CHEM423,Chemistry 423,3,Fall,2019,FAC_00000428,71,0.899,4.7
CRS_00000070,BIO176,Biology 176,3,Spring,2017,FAC_00000036,43,0.853,4.6
CRS_00000071,CHEM366,Chemistry 366,3,Spring,2022,FAC_00000672,197,0.781,3.9
CRS_00000072,MATH180,Mathematics 180,4,Fall,2020,FAC_00000094,51,0.772,3.9
CRS_00000073,MATH596,Mathematics 596,3,Fall,2017,FAC_00000254,96,0.899,4.8
CRS_00000074,MATH368,Mathematics 368,3,Spring,2026,FAC_00000623,172,0.94,3.8
CRS_00000075,PHYS558,Physics 558,3,Fall,2018,FAC_00000699,195,0.939,3.3
CRS_00000076,CHEM337,Chemistry 337,2,Fall,2024,FAC_00000414,191,0.851,4.2
CRS_00000077,PHYS180,Physics 180,3,Spring,2022,FAC_00000041,94,0.799,4.2
CRS_00000078,MARIN199,Marine Science 199,3,Spring,2016,FAC_00000049,137,0.785,4.3
CRS_00000079,PHYS500,Physics 500,3,Fall,2022,FAC_00000095,204,0.882,4.4
CRS_00000080,CHEM521,Chemistry 521,3,Fall,2019,FAC_00000526,223,0.787,3.3
CRS_00000081,PHYS192,Physics 192,3,Fall,2018,FAC_00000389,161,0.815,3.8
CRS_00000082,MARIN291,Marine Science 291,3,Fall,2019,FAC_00000468,110,0.784,3.0
CRS_00000083,GEO528,Geology 528,3,Fall,2023,FAC_00000021,22,0.911,4.8
CRS_00000084,ASTR492,Astronomy 492,3,Spring,2021,FAC_00000347,127,0.89,3.7
CRS_00000085,CHEM327,Chemistry 327,3,Spring,2025,FAC_00000598,155,0.899,3.7
CRS_00000086,BIO183,Biology 183,2,Fall,2025,FAC_00000549,105,0.933,4.3
CRS_00000087,ASTR299,Astronomy 299,3,Fall,2025,FAC_00000406,48,0.915,3.7
CRS_00000088,CHEM377,Chemistry 377,3,Spring,2016,FAC_00000022,186,0.793,3.6
CRS_00000089,GEO226,Geology 226,3,Spring,2024,FAC_00000007,77,0.804,4.2
CRS_00000090,CHEM254,Chemistry 254,3,Fall,2020,FAC_00000459,49,0.848,3.8
CRS_00000091,MARIN299,Marine Science 299,3,Summer,2020,FAC_00000443,197,0.941,3.6
CRS_00000092,MATH245,Mathematics 245,3,Fall,2019,FAC_00000156,206,0.801,3.7
CRS_00000093,MARIN373,Marine Science 373,3,Spring,2021,FAC_00000454,238,0.852,4.5
CRS_00000094,ASTR129,Astronomy 129,3,Spring,2025,FAC_00000056,92,0.811,4.3
CRS_00000095,PHYS175,Physics 175,3,Summer,2025,FAC_00000042,57,0.932,4.5
CRS_00000096,BIO494,Biology 494,1,Fall,2016,FAC_00000414,93,0.774,3.6
CRS_00000097,CHEM485,Chemistry 485,4,Spring,2017,FAC_00000697,227,0.924,3.3
CRS_00000098,CHEM552,Chemistry 552,3,Fall,2021,FAC_00000345,82,0.81,3.5
CRS_00000099,BIO420,Biology 420,4,Fall,2021,FAC_00000603,38,0.836,4.8
CRS_00000100,MATH320,Mathematics 320,3,Fall,2017,FAC_00000565,150,0.968,4.2
CRS_00000101,CHEM356,Chemistry 356,3,Spring,2022,FAC_00000692,128,0.893,3.9
CRS_00000102,CHEM255,Chemistry 255,1,Summer,2017,FAC_00000116,139,0.751,2.9
CRS_00000103,PHYS500,Physics 500,3,Fall,2016,FAC_00000265,210,0.808,4.2
CRS_00000104,STAT191,Statistics 191,3,Spring,2016,FAC_00000484,239,0.828,3.6
CRS_00000105,MARIN237,Marine Science 237,2,Fall,2017,FAC_00000012,173,0.955,3.8
CRS_00000106,ASTR243,Astronomy 243,2,Summer,2024,FAC_00000634,116,0.869,4.2
CRS_00000107,MARIN201,Marine Science 201,3,Spring,2025,FAC_00000328,145,0.886,3.6
CRS_00000108,CHEM337,Chemistry 337,3,Fall,2023,FAC_00000226,233,0.975,4.2
CRS_00000109,MATH127,Mathematics 127,3,Spring,2022,FAC_00000500,38,0.964,4.2
CRS_00000110,BIO503,Biology 503,3,Spring,2019,FAC_00000119,245,0.96,4.4
CRS_00000111,PHYS251,Physics 251,3,Spring,2023,FAC_00000172,229,0.899,4.6
CRS_00000112,GEO118,Geology 118,3,Summer,2023,FAC_00000171,154,0.751,4.0
CRS_00000113,MATH375,Mathematics 375,4,Spring,2017,FAC_00000296,134,0.807,4.3
CRS_00000114,CHEM242,Chemistry 242,3,Fall,2025,FAC_00000272,202,0.759,4.5
CRS_00000115,GEO247,Geology 247,4,Spring,2016,FAC_00000081,34,0.932,4.2
CRS_00000116,BIO575,Biology 575,4,Fall,2016,FAC_00000226,46,0.86,3.7
CRS_00000117,MARIN531,Marine Science 531,3,Spring,2023,FAC_00000568,207,0.846,4.4
CRS_00000118,BIO361,Biology 361,3,Summer,2021,FAC_00000224,38,0.963,4.4
CRS_00000119,MATH228,Mathematics 228,3,Fall,2020,FAC_00000303,169,0.979,3.3
CRS_00000120,ASTR542,Astronomy 542,3,Spring,2019,FAC_00000155,23,0.92,4.5
CRS_00000121,ASTR563,Astronomy 563,4,Spring,2020,FAC_00000053,60,0.833,3.9
CRS_00000122,STAT457,Statistics 457,2,Summer,2016,FAC_00000460,87,0.817,4.2
CRS_00000123,BIO541,Biology 541,3,Fall,2017,FAC_00000675,54,0.772,4.6
CRS_00000124,MATH355,Mathematics 355,4,Fall,2016,FAC_00000267,194,0.902,3.3
CRS_00000125,ASTR392,Astronomy 392,3,Spring,2019,FAC_00000504,79,0.936,3.3
CRS_00000126,GEO326,Geology 326,3,Summer,2024,FAC_00000199,93,0.876,4.1
CRS_00000127,ASTR211,Astronomy 211,3,Fall,2024,FAC_00000235,248,0.782,3.7
CRS_00000128,CHEM394,Chemistry 394,2,Spring,2022,FAC_00000280,179,0.974,3.8
CRS_00000129,BIO144,Biology 144,4,Fall,2025,FAC_00000615,20,0.902,4.4
CRS_00000130,ASTR470,Astronomy 470,3,Fall,2019,FAC_00000317,122,0.785,4.5
CRS_00000131,BIO450,Biology 450,3,Fall,2026,FAC_00000332,30,0.869,3.9
CRS_00000132,MATH579,Mathematics 579,3,Spring,2026,FAC_00000536,178,0.968,4.4
CRS_00000133,MARIN111,Marine Science 111,3,Fall,2026,FAC_00000238,93,0.947,4.2
CRS_00000134,ASTR384,Astronomy 384,3,Spring,2025,FAC_00000353,230,0.918,4.6
CRS_00000135,GEO109,Geology 109,3,Spring,2022,FAC_00000656,59,0.909,4.0
CRS_00000136,BIO583,Biology 583,3,Fall,2018,FAC_00000524,193,0.885,4.5
CRS_00000137,BIO252,Biology 252,3,Summer,2017,FAC_00000096,65,0.865,3.9
CRS_00000138,STAT578,Statistics 578,3,Fall,2020,FAC_00000315,129,0.84,3.7
CRS_00000139,MATH185,Mathematics 185,3,Fall,2018,FAC_00000653,59,0.897,4.6
CRS_00000140,CHEM322,Chemistry 322,1,Fall,2024,FAC_00000363,43,0.868,4.1
CRS_00000141,PHYS316,Physics 316,2,Summer,2019,FAC_00000694,115,0.973,3.7
CRS_00000142,MATH524,Mathematics 524,3,Fall,2025,FAC_00000037,67,0.976,4.3
CRS_00000143,CHEM176,Chemistry 176,3,Fall,2024,FAC_00000476,35,0.911,3.7
CRS_00000144,GEO494,Geology 494,3,Spring,2023,FAC_00000609,119,0.965,4.3
CRS_00000145,MARIN437,Marine Science 437,3,Fall,2024,FAC_00000051,199,0.947,4.4
CRS_00000146,MATH406,Mathematics 406,1,Spring,2021,FAC_00000295,158,0.768,3.8
CRS_00000147,ASTR178,Astronomy 178,3,Fall,2022,FAC_00000076,190,0.793,3.7
CRS_00000148,ASTR554,Astronomy 554,3,Fall,2024,FAC_00000351,178,0.863,3.1
CRS_00000149,STAT370,Statistics 370,4,Summer,2024,FAC_00000309,37,0.866,3.8
CRS_00000150,MARIN505,Marine Science 505,3,Fall,2026,FAC_00000351,155,0.788,3.8
CRS_00000151,BIO497,Biology 497,3,Spring,2020,FAC_00000143,132,0.799,4.0
CRS_00000152,MATH201,Mathematics 201,2,Spring,2016,FAC_00000143,109,0.866,3.8
CRS_00000153,ASTR477,Astronomy 477,3,Summer,2020,FAC_00000260,53,0.965,5.0
CRS_00000154,BIO118,Biology 118,3,Fall,2024,FAC_00000207,128,0.949,4.7
CRS_00000155,CHEM519,Chemistry 519,3,Fall,2016,FAC_00000567,175,0.951,4.1
CRS_00000156,MARIN111,Marine Science 111,3,Spring,2025,FAC_00000102,125,0.793,4.3
CRS_00000157,MATH270,Mathematics 270,4,Fall,2024,FAC_00000460,179,0.964,4.4
CRS_00000158,BIO251,Biology 251,3,Spring,2023,FAC_00000072,171,0.852,4.4
CRS_00000159,MARIN543,Marine Science 543,2,Fall,2025,FAC_00000049,174,0.948,4.0
CRS_00000160,PHYS259,Physics 259,2,Summer,2024,FAC_00000522,26,0.902,4.1
CRS_00000161,STAT117,Statistics 117,2,Spring,2020,FAC_00000235,85,0.931,3.6
CRS_00000162,BIO377,Biology 377,3,Fall,2017,FAC_00000007,175,0.961,4.1
CRS_00000163,PHYS250,Physics 250,3,Fall,2016,FAC_00000041,122,0.8,4.5
CRS_00000164,ASTR234,Astronomy 234,3,Fall,2016,FAC_00000439,238,0.888,4.2
CRS_00000165,STAT144,Statistics 144,4,Fall,2023,FAC_00000227,143,0.762,3.8
CRS_00000166,MARIN307,Marine Science 307,3,Fall,2020,FAC_00000431,16,0.772,4.5
CRS_00000167,PHYS333,Physics 333,3,Spring,2018,FAC_00000007,152,0.805,4.2
CRS_00000168,GEO359,Geology 359,3,Spring,2026,FAC_00000686,48,0.771,4.0
CRS_00000169,PHYS302,Physics 302,4,Fall,2024,FAC_00000452,88,0.951,3.5
CRS_00000170,CHEM167,Chemistry 167,2,Fall,2022,FAC_00000407,216,0.799,4.1
CRS_00000171,PHYS526,Physics 526,4,Fall,2019,FAC_00000596,95,0.801,4.1
CRS_00000172,CHEM180,Chemistry 180,3,Spring,2025,FAC_00000489,97,0.777,4.2
CRS_00000173,MATH523,Mathematics 523,3,Spring,2017,FAC_00000359,145,0.898,3.4
CRS_00000174,CHEM307,Chemistry 307,3,Spring,2024,FAC_00000251,222,0.832,4.9
CRS_00000175,CHEM559,Chemistry 559,3,Spring,2017,FAC_00000436,197,0.777,3.8
CRS_00000176,GEO232,Geology 232,3,Spring,2021,FAC_00000315,39,0.777,3.8
CRS_00000177,STAT234,Statistics 234,3,Fall,2023,FAC_00000561,167,0.796,3.8
CRS_00000178,ASTR142,Astronomy 142,3,Fall,2021,FAC_00000450,142,0.881,4.1
CRS_00000179,MATH497,Mathematics 497,3,Fall,2020,FAC_00000048,214,0.796,3.5
CRS_00000180,CHEM506,Chemistry 506,4,Spring,2019,FAC_00000697,166,0.895,4.2
CRS_00000181,BIO352,Biology 352,3,Fall,2024,FAC_00000543,30,0.797,4.3
CRS_00000182,PHYS240,Physics 240,4,Fall,2019,FAC_00000498,164,0.762,4.2
CRS_00000183,MATH103,Mathematics 103,3,Spring,2016,FAC_00000011,221,0.881,3.7
CRS_00000184,PHYS369,Physics 369,3,Summer,2019,FAC_00000581,189,0.78,3.4
CRS_00000185,MATH404,Mathematics 404,3,Spring,2017,FAC_00000446,140,0.972,3.8
CRS_00000186,MARIN493,Marine Science 493,3,Spring,2020,FAC_00000678,65,0.927,4.2
CRS_00000187,PHYS536,Physics 536,4,Fall,2022,FAC_00000321,94,0.856,4.0
CRS_00000188,BIO291,Biology 291,3,Fall,2024,FAC_00000521,78,0.769,4.3
CRS_00000189,MARIN389,Marine Science 389,2,Fall,2021,FAC_00000084,164,0.975,3.4
CRS_00000190,MATH569,Mathematics 569,3,Spring,2024,FAC_00000190,196,0.784,4.5
CRS_00000191,PHYS489,Physics 489,3,Spring,2024,FAC_00000245,29,0.938,3.1
CRS_00000192,BIO185,Biology 185,3,Fall,2023,FAC_00000226,209,0.79,3.6
CRS_00000193,BIO432,Biology 432,3,Fall,2018,FAC_00000365,224,0.951,4.1
CRS_00000194,MATH474,Mathematics 474,3,Spring,2018,FAC_00000176,21,0.828,4.7
CRS_00000195,STAT582,Statistics 582,3,Fall,2025,FAC_00000098,201,0.843,3.5
CRS_00000196,MARIN289,Marine Science 289,3,Spring,2020,FAC_00000404,99,0.769,4.0
CRS_00000197,ASTR343,Astronomy 343,3,Fall,2021,FAC_00000009,188,0.755,2.9
CRS_00000198,CHEM554,Chemistry 554,2,Spring,2017,FAC_00000297,112,0.75,4.2
CRS_00000199,GEO586,Geology 586,3,Fall,2018,FAC_00000104,232,0.939,3.7
CRS_00000200,ASTR199,Astronomy 199,3,Spring,2021,FAC_00000149,149,0.788,3.9
CRS_00000201,MARIN241,Marine Science 241,2,Fall,2023,FAC_00000346,130,0.801,3.4
CRS_00000202,PHYS549,Physics 549,3,Fall,2022,FAC_00000348,233,0.825,4.7
CRS_00000203,CHEM512,Chemistry 512,3,Fall,2026,FAC_00000485,129,0.864,5.0
CRS_00000204,GEO355,Geology 355,3,Fall,2017,FAC_00000582,33,0.925,3.5
CRS_00000205,ASTR131,Astronomy 131,2,Spring,2024,FAC_00000253,29,0.974,4.5
CRS_00000206,BIO337,Biology 337,1,Fall,2019,FAC_00000660,81,0.948,4.2
CRS_00000207,STAT413,Statistics 413,4,Summer,2018,FAC_00000450,116,0.952,4.3
CRS_00000208,GEO524,Geology 524,3,Spring,2021,FAC_00000077,30,0.867,3.3
CRS_00000209,ASTR409,Astronomy 409,2,Spring,2026,FAC_00000210,225,0.896,3.5
CRS_00000210,ASTR171,Astronomy 171,3,Fall,2018,FAC_00000612,43,0.922,4.8
CRS_00000211,MATH286,Mathematics 286,3,Spring,2024,FAC_00000263,206,0.965,3.6
CRS_00000212,BIO523,Biology 523,3,Spring,2017,FAC_00000071,247,0.952,4.0
CRS_00000213,STAT358,Statistics 358,2,Fall,2021,FAC_00000277,127,0.787,4.1
CRS_00000214,MATH543,Mathematics 543,3,Fall,2019,FAC_00000535,142,0.973,4.1
CRS_00000215,MARIN498,Marine Science 498,3,Spring,2017,FAC_00000224,131,0.912,3.7
CRS_00000216,BIO171,Biology 171,4,Fall,2019,FAC_00000698,224,0.953,3.7
CRS_00000217,PHYS300,Physics 300,3,Spring,2019,FAC_00000149,102,0.951,4.1
CRS_00000218,MATH322,Mathematics 322,4,Spring,2018,FAC_00000602,122,0.814,4.0
CRS_00000219,ASTR103,Astronomy 103,3,Fall,2019,FAC_00000332,137,0.834,4.2
CRS_00000220,CHEM253,Chemistry 253,3,Spring,2019,FAC_00000247,92,0.875,4.0
CRS_00000221,MATH445,Mathematics 445,3,Fall,2021,FAC_00000011,209,0.952,3.8
CRS_00000222,MATH486,Mathematics 486,4,Spring,2026,FAC_00000409,21,0.928,4.1
CRS_00000223,GEO202,Geology 202,3,Fall,2026,FAC_00000616,140,0.804,3.6
CRS_00000224,GEO341,Geology 341,3,Fall,2024,FAC_00000318,243,0.797,3.7
CRS_00000225,MATH503,Mathematics 503,3,Fall,2023,FAC_00000039,44,0.812,4.6
CRS_00000226,MATH202,Mathematics 202,4,Fall,2022,FAC_00000678,141,0.751,4.3
CRS_00000227,MARIN388,Marine Science 388,3,Fall,2024,FAC_00000184,200,0.919,3.7
CRS_00000228,MATH402,Mathematics 402,4,Summer,2019,FAC_00000115,67,0.827,3.3
CRS_00000229,BIO146,Biology 146,3,Spring,2020,FAC_00000377,32,0.809,4.6
CRS_00000230,MARIN181,Marine Science 181,4,Spring,2019,FAC_00000109,139,0.819,4.1
CRS_00000231,BIO540,Biology 540,3,Spring,2018,FAC_00000381,221,0.898,4.6
CRS_00000232,BIO145,Biology 145,1,Fall,2020,FAC_00000078,241,0.925,4.5
CRS_00000233,PHYS115,Physics 115,3,Spring,2022,FAC_00000675,160,0.772,3.6
CRS_00000234,GEO188,Geology 188,4,Fall,2020,FAC_00000360,230,0.885,3.9
CRS_00000235,GEO133,Geology 133,4,Spring,2025,FAC_00000443,42,0.833,3.9
CRS_00000236,CHEM263,Chemistry 263,3,Spring,2022,FAC_00000461,29,0.83,3.8
CRS_00000237,CHEM209,Chemistry 209,2,Spring,2026,FAC_00000191,202,0.899,4.5
CRS_00000238,ASTR287,Astronomy 287,3,Fall,2018,FAC_00000465,86,0.855,4.5
CRS_00000239,PHYS247,Physics 247,3,Fall,2024,FAC_00000206,36,0.788,4.2
CRS_00000240,STAT319,Statistics 319,3,Spring,2026,FAC_00000324,134,0.885,3.3
CRS_00000241,MARIN254,Marine Science 254,3,Spring,2023,FAC_00000230,171,0.854,4.7
CRS_00000242,STAT221,Statistics 221,3,Fall,2019,FAC_00000687,192,0.882,3.4
CRS_00000243,MATH261,Mathematics 261,2,Fall,2016,FAC_00000029,100,0.941,2.9
CRS_00000244,MARIN334,Marine Science 334,2,Spring,2017,FAC_00000578,102,0.776,3.5
CRS_00000245,MATH587,Mathematics 587,3,Spring,2024,FAC_00000058,224,0.904,4.1
CRS_00000246,GEO329,Geology 329,3,Spring,2019,FAC_00000281,27,0.851,2.7
CRS_00000247,ASTR219,Astronomy 219,3,Spring,2017,FAC_00000002,164,0.793,4.0
CRS_00000248,MARIN468,Marine Science 468,3,Fall,2023,FAC_00000589,28,0.884,3.9
CRS_00000249,MARIN423,Marine Science 423,3,Spring,2016,FAC_00000618,245,0.868,3.6
CRS_00000250,PHYS542,Physics 542,3,Fall,2018,FAC_00000140,156,0.918,3.9
CRS_00000251,ASTR153,Astronomy 153,3,Spring,2017,FAC_00000087,194,0.782,3.3
CRS_00000252,MATH459,Mathematics 459,3,Fall,2022,FAC_00000115,218,0.851,3.8
CRS_00000253,ASTR505,Astronomy 505,3,Spring,2020,FAC_00000420,175,0.871,4.2
CRS_00000254,CHEM420,Chemistry 420,4,Spring,2019,FAC_00000488,218,0.771,2.9
CRS_00000255,ASTR165,Astronomy 165,3,Fall,2016,FAC_00000539,160,0.91,3.5
CRS_00000256,CHEM379,Chemistry 379,3,Fall,2021,FAC_00000156,34,0.869,4.8
CRS_00000257,MARIN279,Marine Science 279,3,Spring,2019,FAC_00000636,188,0.783,3.6
CRS_00000258,GEO142,Geology 142,2,Spring,2021,FAC_00000597,122,0.801,3.5
CRS_00000259,MATH574,Mathematics 574,3,Summer,2024,FAC_00000498,231,0.767,4.1
CRS_00000260,MARIN531,Marine Science 531,3,Summer,2025,FAC_00000203,245,0.834,3.3
CRS_00000261,MATH166,Mathematics 166,3,Fall,2025,FAC_00000384,213,0.88,4.3
CRS_00000262,ASTR545,Astronomy 545,3,Summer,2024,FAC_00000344,19,0.798,3.8
CRS_00000263,PHYS175,Physics 175,3,Spring,2026,FAC_00000521,137,0.874,3.9
CRS_00000264,MARIN354,Marine Science 354,1,Spring,2021,FAC_00000494,29,0.909,4.3
CRS_00000265,GEO220,Geology 220,3,Spring,2024,FAC_00000212,218,0.808,4.2
CRS_00000266,MATH418,Mathematics 418,2,Fall,2023,FAC_00000010,34,0.762,4.1
CRS_00000267,MARIN281,Marine Science 281,3,Fall,2025,FAC_00000323,218,0.968,4.1
CRS_00000268,CHEM484,Chemistry 484,3,Fall,2024,FAC_00000254,64,0.858,3.0
CRS_00000269,MATH152,Mathematics 152,3,Summer,2025,FAC_00000390,59,0.838,3.2
CRS_00000270,ASTR597,Astronomy 597,4,Fall,2016,FAC_00000423,193,0.822,5.0
CRS_00000271,GEO137,Geology 137,4,Spring,2019,FAC_00000021,71,0.755,3.4
CRS_00000272,STAT437,Statistics 437,3,Spring,2019,FAC_00000004,45,0.966,3.7
CRS_00000273,ASTR268,Astronomy 268,3,Summer,2018,FAC_00000438,240,0.892,4.0
CRS_00000274,GEO491,Geology 491,3,Fall,2018,FAC_00000500,141,0.871,5.0
CRS_00000275,BIO369,Biology 369,3,Summer,2023,FAC_00000325,87,0.856,4.1
CRS_00000276,MATH425,Mathematics 425,3,Fall,2020,FAC_00000297,226,0.969,4.0
CRS_00000277,BIO303,Biology 303,4,Spring,2024,FAC_00000155,210,0.85,3.8
CRS_00000278,GEO351,Geology 351,3,Summer,2017,FAC_00000459,204,0.855,3.1
CRS_00000279,MATH224,Mathematics 224,1,Summer,2017,FAC_00000085,141,0.837,4.8
CRS_00000280,ASTR307,Astronomy 307,4,Fall,2021,FAC_00000477,184,0.977,5.0
CRS_00000281,PHYS491,Physics 491,4,Fall,2017,FAC_00000512,233,0.907,3.0
CRS_00000282,ASTR485,Astronomy 485,2,Fall,2024,FAC_00000450,86,0.858,4.3
CRS_00000283,STAT591,Statistics 591,2,Fall,2016,FAC_00000115,237,0.868,3.3
CRS_00000284,CHEM101,Chemistry 101,4,Fall,2026,FAC_00000073,113,0.771,4.2
CRS_00000285,MATH381,Mathematics 381,3,Spring,2021,FAC_00000538,28,0.878,4.4
CRS_00000286,BIO119,Biology 119,3,Summer,2025,FAC_00000688,110,0.799,4.3
CRS_00000287,CHEM403,Chemistry 403,3,Fall,2023,FAC_00000550,24,0.978,3.4
CRS_00000288,STAT401,Statistics 401,3,Summer,2026,FAC_00000666,29,0.772,4.3
CRS_00000289,GEO453,Geology 453,3,Spring,2017,FAC_00000556,238,0.928,3.2
CRS_00000290,MARIN579,Marine Science 579,3,Spring,2020,FAC_00000098,41,0.812,3.3
